Ranking,World Ranking,University,Country,Impact Rank,Openness Rank,Excellence Rank,Uni Profile
291,5876,Universitas Bina Darma,Indonesia,4104,3060,7212,https://ror.org/02579k123
292,5884,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP PGRI Sumbar,Indonesia,3354,4076,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
293,5890,Pangasinan State University,Philipine,13517,4929,5680,https://ror.org/01jdzvf98
294,5893,Universitas Muhammadiyah Surabaya,Indonesia,4267,2947,7212,https://ror.org/05cn2wc35
295,5900,Songkhla Rajabhat University,Thailand,2377,5374,7212,https://ror.org/05rxs7517
296,5904,Institut Agama Islam Negeri IAIN Pontianak,Indonesia,3400,4148,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
297,5911,Universitas Islam Negeri UIN Sunan Kalijaga Yogyakarta,Indonesia,1026,6553,7212,https://ror.org/00nmvbd84
298,5911,Hanoi National University of Pedagogy,Vietnam,4485,2752,7212,https://ror.org/0360g3z42
299,5915,Universitas Palangka Raya,Indonesia,4690,2509,7212,https://ror.org/045n0ms44
300,5918,Ateneo de Davao University,Philipine,7109,6553,5862,https://ror.org/01w4ss835
301,5921,Universitas Pelita Harapan,Indonesia,5025,2118,7212,https://ror.org/02qhjtc16
302,5937,Universitas PGRI Semarang,Indonesia,5093,2139,7212,https://ror.org/01c1p1v81
303,5947,Insitut Teknologi Telkom Surabaya,Indonesia,3060,4761,7212,https://en.wikipedia.org/wiki/Insitut Teknologi Te
304,5949,Western Mindanao State University,Philipine,12444,6553,5100,https://ror.org/02wqs2q29
305,5950,Universitas Islam Negeri Salatiga UIN Salatiga,Indonesia,1094,6553,7212,https://en.wikipedia.org/wiki/Universitas Islam Ne
306,5954,Chandrakasem Rajabhat University,Thailand,1100,6553,7212,https://ror.org/02g6rcz57
307,5981,Institut Agama Islam Negeri IAIN Tulungagung,Indonesia,4359,3303,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
308,5993,Valaya Alongkorn Rajabhat University,Thailand,2240,5805,7212,https://ror.org/04hp7kk26
309,6005,Cavite State University,Philipine,12216,4880,5956,https://ror.org/043say313
310,6013,Melaka International College of Science and Technology,Malaysia,1171,6553,7212,https://en.wikipedia.org/wiki/Melaka International
311,6029,Institut Agama Islam Negeri IAIN Ambon,Indonesia,1203,6553,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
312,6042,Universitas Sarjanawiyata Tamansiswa,Indonesia,1234,6553,7212,https://ror.org/049gff252
313,6048,Isabela State University,Philipine,10996,5244,6071,https://ror.org/03c336h16
314,6056,Universitas Muhammadiyah Ponorogo,Indonesia,1254,6553,7212,https://ror.org/03d9vfb50
315,6068,Benguet State University,Philipine,10877,5350,6071,https://ror.org/037wmkw40
316,6089,Universitas Islam Kalimantan UNISKA,Indonesia,4937,3118,7212,https://ror.org/04r30sv87
317,6090,Dhurakijpundit University,Thailand,4229,3993,7212,https://ror.org/01k12f283
318,6090,Mahachulalongkornrajavidyalaya University,Thailand,1297,6553,7212,https://ror.org/02amxp214
319,6090,Royal University of Agriculture Cambodia,Kamboja,9782,6553,5586,https://en.wikipedia.org/wiki/Royal University of 
320,6090,Institut Teknologi dan Bisnis STIKOM Bali,Indonesia,4539,3597,7212,https://en.wikipedia.org/wiki/Institut Teknologi d
321,6104,Singapore University of Social Sciences SUSS (SIM University),Singapore,5271,2816,7212,https://ror.org/01s57k749
322,6108,Universitas Potensi Utama,Indonesia,4828,3337,7212,https://en.wikipedia.org/wiki/Universitas Potensi 
323,6111,Hong Duc University,Vietnam,14090,6553,5012,https://ror.org/05dp8mg49
324,6111,Institut Seni Indonesia Yogyakarta Bantul,Indonesia,4709,3491,7212,https://ror.org/05etgbt76
325,6146,RMIT University Vietnam,Vietnam,4793,3581,7212,https://ror.org/004axh929
326,6146,VNUHCM University of Science,Vietnam,5848,2380,7212,https://ror.org/05jfbgm49
327,6152,Universitas Muhammadiyah Jember,Indonesia,5351,2967,7212,https://ror.org/021p32893
328,6152,Institut Agama Islam Negeri IAIN Parepare,Indonesia,1386,6553,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
329,6152,Institut Pendikan Indonesia,Indonesia,4252,4236,7212,https://en.wikipedia.org/wiki/Institut Pendikan In
330,6152,Politeknik Perkapalan Negeri Surabaya,Indonesia,4882,3517,7212,https://en.wikipedia.org/wiki/Politeknik Perkapala
331,6162,Politeknik TEDC Cimahi,Indonesia,2926,5613,7212,https://en.wikipedia.org/wiki/Politeknik TEDC Cima
332,6186,(3) University of the Philippines Mindanao,Philipine,8572,6553,5862,https://ror.org/00k3q8x90
333,6196,Universitas Islam Negeri UIN Maulana Malik Ibrahim Malang,Indonesia,1438,6553,7212,https://ror.org/03a8hhw69
334,6201,Universitas PGRI Yogyakarta UPY Bantul,Indonesia,5243,3289,7212,https://ror.org/03ka58c58
335,6205,Universitas Pamulang,Indonesia,6654,1761,7212,https://ror.org/05x6rt433
336,6209,Rajamangala University of Technology Phra Nakhon,Thailand,4566,4051,7212,https://ror.org/02mg36m74
337,6226,Rajamangala University of Technology Lanna,Thailand,5033,3699,7212,https://ror.org/04synqw60
338,6245,Institut Agama Islam Negeri IAIN Padangsidempuan,Indonesia,5144,3639,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
339,6255,Universitas Jenderal Achmad Yani,Indonesia,6076,2668,7212,https://ror.org/02k1der83
340,6255,Kasem Bundit University,Thailand,6398,6159,6557,https://ror.org/039rewm17
341,6260,Fatima University,Philipine,11373,6553,5526,https://ror.org/05wzft155
342,6260,Universitas Pertamina,Indonesia,5338,3502,7212,https://en.wikipedia.org/wiki/Universitas Pertamin
343,6265,Fatoni University,Thailand,1575,6553,7212,https://ror.org/01crwkz66
344,6265,Universitas Almuslim,Indonesia,1573,6553,7212,https://ror.org/02f49t952
345,6278,Bulacan State University,Philipine,11828,4924,6204,https://ror.org/01c5aqg65
346,6280,Universitas Hamzanwadi,Indonesia,1592,6553,7212,https://en.wikipedia.org/wiki/Universitas Hamzanwa
347,6298,Universitas Katolik Widya Mandala Surabaya,Indonesia,14015,6553,5193,https://ror.org/00efxp054
348,6308,Holy Angel University,Philipine,11029,6159,5956,https://ror.org/01x1bp495
349,6316,VNUHCM International University,Vietnam,6194,2785,7212,https://ror.org/003szmg30
350,6327,Universitas Setia Budi Surakarta,Indonesia,4839,4285,7212,https://ror.org/03gn53446
351,6334,Universitas Muhammadiyah Aceh UNMUHA,Indonesia,4839,4307,7212,https://ror.org/01pmdrn98
352,6338,Poltekkes Kemenkes Malang,Indonesia,5775,3314,7212,https://en.wikipedia.org/wiki/Poltekkes Kemenkes M
353,6345,Rajamangala University of Technology Rattanakosin,Thailand,5460,3725,7212,https://ror.org/003h4kj85
354,6349,Universitas Islam Negeri UIN Sultan Syarif Kasim Riau,Indonesia,1722,6553,7212,https://ror.org/01dtbtf55
355,6349,Dong Thap University,Vietnam,1721,6553,7212,https://ror.org/05h7nhz20
356,6358,Sisaket Rajabhat University,Thailand,1745,6553,7212,https://ror.org/032392f02
357,6363,Vietnamese-German University,Vietnam,4113,5152,7212,https://ror.org/01jxtqc31
358,6365,Universiti Selangor,Malaysia,6040,3173,7212,https://ror.org/03j4n8s31
359,6365,Universitas Islam Negeri UIN Raden Fatah,Indonesia,6808,2365,7212,https://en.wikipedia.org/wiki/Universitas Islam Ne
360,6367,(3) Universitas Mercu Buana Yogyakarta,Indonesia,5826,3402,7212,https://ror.org/048c8ew36
361,6370,Politeknik Negeri Tanah Laut,Indonesia,4696,4582,7212,https://en.wikipedia.org/wiki/Politeknik Negeri Ta
362,6373,Universitas Bung Hatta,Indonesia,6289,2959,7212,https://ror.org/009gpfg16
363,6380,Universitas Sulawesi Barat,Indonesia,1775,6553,7212,https://ror.org/04mfr5763
364,6386,Universitas Sangga Buana,Indonesia,1783,6553,7212,https://en.wikipedia.org/wiki/Universitas Sangga B
365,6404,Caraga State University,Philipine,13880,4844,6071,https://ror.org/00erb5q72
366,6404,Malaysia University of Science & Technology,Malaysia,12155,6553,5526,https://ror.org/04frcff47
367,6448,Universitas Pertahanan Indonesia UNHAN,Indonesia,1905,6553,7212,https://ror.org/02v4mmk55
368,6455,Asia Pacific College,Philipine,7514,6553,6204,https://en.wikipedia.org/wiki/Asia Pacific College
369,6488,Institut Teknologi Nasional Bandung,Indonesia,6778,2915,7212,https://ror.org/01w3rm550
370,6495,Universitas Wijaya Kusuma Surabaya,Indonesia,1977,6553,7212,https://ror.org/00n619376
371,6497,Rajamangala University of Technology Krungtheb,Thailand,5591,4175,7212,https://ror.org/00wcxq223
372,6501,Universitas Muria Kudus,Indonesia,7189,2528,7212,https://ror.org/05pg3mb97
373,6542,Jose Rizal University,Philipine,8842,6553,6071,https://ror.org/01y2mxy57
374,6554,Lampang Rajabhat University,Thailand,2081,6553,7212,https://ror.org/00s338690
375,6554,Xavier University Ateneo de Cagayan,Philipine,7949,6553,6204,https://ror.org/04byt9g09
376,6566,Universitas Tarumanagara UNTAR,Indonesia,7535,2478,7212,https://ror.org/04r0rbk24
377,6569,Universitas Islam Negeri UIN Antasari Banjarmasin,Indonesia,6853,3182,7212,https://en.wikipedia.org/wiki/Universitas Islam Ne
378,6571,Universitas Bhayangkara Jakarta Raya,Indonesia,7324,2710,7212,https://ror.org/00kjhnt51
379,6579,Politeknik Negeri Jember,Indonesia,7402,2636,7212,https://en.wikipedia.org/wiki/Politeknik Negeri Je
380,6585,Nueva Ecija University of Science & Technology,Philipine,7224,5540,6819,https://ror.org/056vtz595
381,6603,Universitas Kebangsaan UNKE Bandung,Indonesia,2171,6553,7212,https://ror.org/05g7zxm15
382,6614,Lyceum of the Philippines University,Philipine,8224,6553,6204,https://ror.org/027e56k73
383,6620,(3) University of the Philippines,Philipine,2206,6553,7212,https://ror.org/02hqkr514
384,6630,Universitas 17 Agustus 1945 UTA'45 Jakarta,Indonesia,5885,4342,7212,https://ror.org/00vp4y570
385,6640,(3) Fakultas Ilmu Sosial dan Ilmu Politik,Indonesia,5806,4450,7212,https://en.wikipedia.org/wiki/(3) Fakultas Ilmu So
386,6644,Universitas Muhammadiyah Luwuk,Indonesia,5023,5164,7212,https://ror.org/001gw2c60
387,6671,Universitas AMIKOM Yogyakarta,Indonesia,7694,2786,7212,https://en.wikipedia.org/wiki/Universitas AMIKOM Y
388,6679,Asian Institute of Management,Philipine,7394,6553,6365,https://ror.org/03mt6tt39
389,6682,Universitas Trunojoyo Madura,Indonesia,2343,6553,7212,https://ror.org/03x2m4d16
390,6684,Cebu Normal University,Philipine,11612,4595,6557,https://ror.org/03aaxgs84
391,6693,Krirk University,Thailand,9622,6553,6071,https://ror.org/04d8yqq70
392,6714,EVN University of Electricity,Vietnam,4563,6553,6819,https://ror.org/01p4b7n26
393,6719,Kalasin University,Thailand,4855,5485,7212,https://ror.org/02g702008
394,6719,Universitas Dipa Makassar,Indonesia,3765,6151,7212,https://en.wikipedia.org/wiki/Universitas Dipa Mak
395,6731,Angeles University Foundation,Philipine,12823,6553,5680,https://ror.org/04mdk1103
396,6739,Universitas Merdeka Malang,Indonesia,2423,6553,7212,https://ror.org/01rtkeb16
397,6741,Universitas Papua Manokwari,Indonesia,8009,2737,7212,https://ror.org/034yyfc81
398,6741,Institut Pemerintahan Dalam Negeri IPDN,Indonesia,7167,3519,7212,https://en.wikipedia.org/wiki/Institut Pemerintaha
399,6741,MAD School,Singapore,2428,6553,7212,https://en.wikipedia.org/wiki/MAD School
400,6747,Universitas Dr Soetomo Surabaya,Indonesia,2433,6553,7212,https://ror.org/04s03g948
401,6778,Loei Rajabhat University,Thailand,5839,4818,7212,https://ror.org/04p9hvh53
402,6787,Saint Louis University Baguio City,Philipine,9941,6553,6071,https://en.wikipedia.org/wiki/Saint Louis Universi
403,6812,KPJ Healthcare University College,Malaysia,2543,6553,7212,https://en.wikipedia.org/wiki/KPJ Healthcare Unive
404,6815,An Giang University,Vietnam,7644,5749,6819,https://ror.org/023pm6532
405,6815,Sekolah Tinggi Ilmu Kesehatan STIKES Kendal,Indonesia,4949,5602,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
406,6835,Universitas Islam Negeri UIN Sulthan Thaha Saifuddin Jambi,Indonesia,2582,6553,7212,https://en.wikipedia.org/wiki/Universitas Islam Ne
407,6843,Politeknik Manufaktur Negeri Bandung,Indonesia,6000,4826,7212,https://en.wikipedia.org/wiki/Politeknik Manufaktu
408,6847,Cagayan State University,Philipine,14668,5535,6071,https://ror.org/05ms4pv23
409,6857,Universitas Muhammadiyah Buton,Indonesia,6828,4150,7212,https://ror.org/02xwcny57
410,6888,(3) University of the Philippines Cebu,Philipine,14015,6553,5586,https://ror.org/05nfx1325
411,6892,Universitas Pesantren Darululum UNIPDU Jombang,Indonesia,7211,3896,7212,https://ror.org/01km1t027
412,6892,Universitas Ciputra,Indonesia,2658,6553,7212,https://ror.org/01zj4g759
413,6901,Universitas Abdurrab Pekanbaru,Indonesia,2672,6553,7212,https://ror.org/016hm0k42
414,6906,Universitas Batanghari,Indonesia,7522,3634,7212,https://ror.org/03mmdq014
415,6925,Universitas Islam Lamongan,Indonesia,2710,6553,7212,https://ror.org/052crx470
416,6925,VNUHCM University of Information Technology,Vietnam,7020,4117,7212,https://en.wikipedia.org/wiki/VNUHCM University of
417,6931,Bansomdejchaopraya Rajabhat University,Thailand,6923,4219,7212,https://ror.org/03e0h3d81
418,6939,ATI College,Malaysia,2742,6553,7212,https://en.wikipedia.org/wiki/ATI College
419,6939,Poltekkes Jakarta I,Indonesia,6542,4596,7212,https://en.wikipedia.org/wiki/Poltekkes Jakarta I
420,6941,Institut Seni Indonesia Surakarta,Indonesia,2750,6553,7212,https://ror.org/036gv0184
421,6946,University of Mindanao,Philipine,11711,5118,6557,https://ror.org/00mpnf546
422,6953,Hai Phong University,Vietnam,2762,6553,7212,https://ror.org/0227kwk61
423,6965,Universitas Aisyiyah UNISA Yogyakarta,Indonesia,8014,3324,7212,https://en.wikipedia.org/wiki/Universitas Aisyiyah
424,6966,Sekolah Tinggi Farmasi STF Muhammadiyah,Indonesia,2788,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Farma
425,6987,Perbanas Institute,Indonesia,7504,3835,7212,https://ror.org/04pbams03
426,6990,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Gici,Indonesia,2833,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
427,6990,Poltekkes Yogyakarta,Indonesia,8142,3307,7212,https://en.wikipedia.org/wiki/Poltekkes Yogyakarta
428,7005,Universitas PGRI Adi Buana Surabaya,Indonesia,8772,2805,7212,https://en.wikipedia.org/wiki/Universitas PGRI Adi
429,7008,International Vocational School,Indonesia,2849,6553,7212,https://en.wikipedia.org/wiki/International Vocati
430,7014,Universitas Al Azhar Indonesia,Indonesia,7949,3531,7212,https://en.wikipedia.org/wiki/Universitas Al Azhar
431,7018,Politeknik Negeri Malang,Indonesia,2870,6553,7212,https://en.wikipedia.org/wiki/Politeknik Negeri Ma
432,7024,STIT Almarhalah,Indonesia,2880,6553,7212,https://en.wikipedia.org/wiki/STIT Almarhalah
433,7024,Bunditpatanasilpa Institute,Thailand,2879,6553,7212,https://en.wikipedia.org/wiki/Bunditpatanasilpa In
434,7041,Universitas Pasundan Bandung,Indonesia,2897,6553,7212,https://ror.org/059cs8z68
435,7051,Emilio Aguinaldo College,Philipine,13970,6553,5680,https://ror.org/03sygwm20
436,7051,Universitas Tidar Magelang,Indonesia,2910,6553,7212,https://ror.org/04qa18r22
437,7063,Saigon University,Vietnam,5631,5475,7212,https://ror.org/01f1fsr30
438,7063,Politeknik Negeri Batam,Indonesia,8370,3264,7212,https://en.wikipedia.org/wiki/Politeknik Negeri Ba
439,7079,Payap University,Thailand,2956,6553,7212,https://ror.org/05d8xgj52
440,7109,Rajamangala University of Technology Srivijaya,Thailand,8871,2934,7212,https://ror.org/02knhje64
441,7126,HELP University,Malaysia,6256,5154,7212,https://ror.org/02y2cxp25
442,7126,Institut Agama Islam Negeri IAIN Syekh Nurjati Cirebon,Indonesia,3019,6553,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
443,7132,Rattana Bundit University,Thailand,3039,6553,7212,https://ror.org/00et93377
444,7132,Institusi Teknologi Telkom Jakarta,Indonesia,3825,6389,7212,https://en.wikipedia.org/wiki/Institusi Teknologi 
445,7150,Suratthani Rajabhat University,Thailand,7644,4067,7212,https://ror.org/00mmgx583
446,7164,Don Mariano Marcos Memorial State University,Philipine,11828,6036,6365,https://ror.org/04a7ns920
447,7164,Sakon Nakhon Rajabhat University,Thailand,3089,6553,7212,https://ror.org/05qeh2v62
448,7216,Samar State University,Philipine,16216,5408,6071,https://ror.org/05pzp6855
449,7232,Universitas Mahammadiyah Purwokerto,Indonesia,3208,6553,7212,https://ror.org/03j32c418
450,7235,Nakhon Phanom University,Thailand,3548,6507,7212,https://ror.org/03j999y97
451,7243,Hanoi Open University,Vietnam,3223,6553,7212,https://ror.org/00gjkwr85
452,7258,Hwa Chong Institution,Singapore,10391,6553,6204,https://ror.org/00rrrfr24
453,7271,Sekolah Tinggi Ilmu Ekonomi Indonesia STIESIA Surabaya,Indonesia,9033,3175,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
454,7277,Universitas Islam Nahdlatul Ulama Jepara,Indonesia,8814,3388,7212,https://en.wikipedia.org/wiki/Universitas Islam Na
455,7298,Universitas Islam Darul Ulum,Indonesia,3314,6553,7212,https://ror.org/02tc9zr52
456,7311,Universitas Darussalam UNIDAR Ambon,Indonesia,5028,6120,7212,https://ror.org/00yrjw682
457,7321,Kamphaeng Phet Rajabhat University,Thailand,6172,5505,7212,https://ror.org/020ja6z54
458,7321,Sekolah Tinggi Informatika dan Komputer Indonesia STIKI,Indonesia,5371,5945,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Infor
459,7328,Universitas Pakuan UNPAK Bogor,Indonesia,10012,2504,7212,https://ror.org/03r7ras86
460,7328,Princess Galyani Vadhana Institute of Music,Thailand,3352,6553,7212,https://en.wikipedia.org/wiki/Princess Galyani Vad
461,7354,Princess of Naradhiwas University,Thailand,3955,6457,7212,https://ror.org/03s336c88
462,7354,Universitas Nusa Cendana,Indonesia,3382,6553,7212,https://ror.org/04yf4aj88
463,7377,Huachiew Chalermprakiet University,Thailand,3412,6553,7212,https://ror.org/02wq2gg07
464,7382,Ho Chi Minh City University of Technology HUTECH,Vietnam,6914,5119,7212,https://ror.org/05xpj2n48
465,7382,Sekolah Tinggi Agama Islam STAI Pati,Indonesia,3427,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
466,7392,Universitas Muhammadiyah Jakarta,Indonesia,3442,6553,7212,https://ror.org/031px5f40
467,7401,Institut Agama Islam Ma'arif NU IAIMNU Metro Lampung,Indonesia,7621,4585,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
468,7409,North Eastern University,Thailand,3459,6553,7212,https://ror.org/01q6w5x52
469,7415,Sekolah Tinggi Ilmu Kesehatan STIKES Mutiara Mahakam,Indonesia,3469,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
470,7418,Universitas Pendidikan Muhammadiyah UNIMUDA,Indonesia,6980,5103,7212,https://en.wikipedia.org/wiki/Universitas Pendidik
